,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label
316,tt0034798,The Glass Key,,1942,\N,85,6214.0,True
325,tt0035093,Mrs. Miniver,,1942,\N,134,17125.0,True
334,tt0035432,This Gún fớr Hiré,,1942,\N,81,9003.0,True
339,tt0035640,The Ape Man,,1943,\N,64,1287.0,False
347,tt0036230,Old Acquaintance,,\N,1943,110,3399.0,True
358,tt0036775,Double Indemnity,Double Indemnity,1944,\N,107,151373.0,True
364,tt0037008,Laura,Laura,1944,\N,88,45504.0,True
368,tt0037059,Meet Me in St. Louis,Meet Me in St. Louis,1944,\N,113,22805.0,True
369,tt0037075,Ministry of Fear,Ministry of Fear,1944,\N,86,7600.0,True
393,tt0038000,Pride of the Marines,,1945,\N,120,1435.0,True
396,tt0038120,Story of G.I. Joe,Story of G.I. Joe,1945,\N,108,3217.0,True
398,tt0038238,Johnny in the Clouds,The Way to the Stars,1945,\N,109,1485.0,True
401,tt0038387,The Brute Man,,1946,\N,58,1376.0,False
404,tt0038589,The Harvey Girls,The Harvey Girls,1946,\N,102,3941.0,True
421,tt0039074,Utamaro and His Five Women,,1946,\N,106,1250.0,True
426,tt0039286,Crossfire,,1947,\N,86,8262.0,True
432,tt0039502,It Happened on Fifth Avenue,,1947,\N,116,4432.0,True
435,tt0039566,Lifé with Fáthér,,1947,\N,118,5222.0,True
438,tt0039651,Record of a Tenement Gentleman,,1947,\N,72,,True
447,tt0039768,Ride the Pink Horse,,1947,\N,101,2926.0,True
448,tt0039822,Le Silence de la Mer,Le silence de la mer,1949,\N,87,4782.0,True
454,tt0040308,Easter Parade,Easter Parade,1948,\N,103,9453.0,True
460,tt0040506,Key Largo,Key Largo,1948,\N,100,39422.0,True
482,tt0041113,All the King's Men,All the King's Men,1949,\N,110,14494.0,True
491,tt0041546,Kind Hearts and Coronets,,\N,1949,106,36381.0,True
512,tt0042436,Les Enfants Terribles,Les enfants terribles,1950,\N,105,,True
568,tt0045009,Park Row,,1952,\N,83,1683.0,True
576,tt0045251,Othello,,1951,\N,90,8369.0,True
582,tt0045551,Beneath the 12-Mile Reef,,1953,\N,102,1368.0,False
590,tt0045848,Sawdust and Tinsel,,\N,1953,93,6558.0,True
593,tt0045911,Inferno,Inferno,1953,\N,83,1419.0,True
596,tt0046008,Thé Living Désért,The Living Desert,1953,\N,69,1459.0,True
598,tt0046040,Man on a Tightrope,,1953,\N,105,1456.0,True
601,tt0046264,Sadko,,1953,\N,85,1071.0,False
604,tt0046446,Torch Song,,1953,\N,90,,False
614,tt0046998,French Cancan,French Cancan,1955,\N,102,4009.0,True
616,tt0047123,It Should Happen to You,,1954,\N,86,3807.0,True
620,tt0047437,Sabrina,,1954,\N,113,62736.0,True
625,tt0047522,A Star Is Born,,\N,1954,154,17231.0,True
632,tt0047849,Bad Day at Black Rock,Bad Day at Black Rock,1955,\N,81,20848.0,True
641,tt0048140,Guys and Dolls,,1955,\N,150,16921.0,True
658,tt0048613,Shree 420,Shree 420,1955,\N,168,2720.0,True
673,tt0049103,The Creature Walks Among Us,,1956,\N,78,3430.0,False
679,tt0049261,Giant,Giant,1956,\N,201,37368.0,True
698,tt0049794,The Flying Carpet,Starik Khottabych,1957,\N,86,1297.0,True
699,tt0049829,Tea and Sympathy,Tea and Sympathy,1956,\N,122,2668.0,True
711,tt0050322,Do Ankhen Barah Haath,,1957,\N,143,1772.0,True
718,tt0050490,"Heaven Knows, Mr. Allison",,1957,\N,107,,True
721,tt0050546,The Invisible Boy,,1957,\N,90,1415.0,False
732,tt0050986,Wild Strawberries,,1957,\N,91,103346.0,True
759,tt0051993,Night ớf thé Blớớd Béást,,1958,\N,62,2028.0,False
762,tt0052046,The Philosopher's Stone,Parash Pathar,1958,\N,111,1158.0,True
765,tt0052131,The Return of Dracula,,1958,\N,77,1319.0,False
771,tt0052279,Teenage Cave Man,Teenage Cave Man,1958,\N,65,1537.0,False
785,tt0052698,Classe Tous Risques,Classe tous risques,1960,\N,110,3575.0,True
810,tt0053137,On the Beach,,1959,\N,134,12677.0,True
816,tt0053250,First Spaceship on Venus,Der schweigende Stern,1960,\N,93,2820.0,False
817,tt0053285,Slééping Béáúty,Sleeping Beauty,1959,\N,75,143102.0,True
819,tt0053337,Teenagers from Outer Space,Teenagers from Outer Space,1959,\N,86,3388.0,False
824,tt0053434,Warlock,Warlock,1959,\N,121,5998.0,True
826,tt0053472,Breathless,À bout de souffle,1960,\N,90,78150.0,True
837,tt0053746,The Lady with the Dog,,1960,\N,83,,True
847,tt0053976,The Virgin Spring,,1960,\N,89,28302.0,True
855,tt0054119,Innocent Sorcerers,Niewinni czarodzieje,1960,\N,87,1283.0,True
885,tt0054731,Cash on Demand,Cash on Demand,1961,\N,89,2088.0,True
892,tt0054923,Gidgét Gớés Háwáiián,Gidget Goes Hawaiian,1961,\N,101,1022.0,False
906,tt0055277,The Parent Trap,,1961,\N,129,20633.0,True
912,tt0055539,Town Without Pity,,1961,\N,105,1791.0,True
914,tt0055597,Victim,,1961,\N,90,5810.0,True
940,tt0056127,Jớúrnéy tớ thé Sévénth Plánét,,1962,\N,77,,False
942,tt0056141,A Kind of Loving,A Kind of Loving,\N,1962,113,2052.0,True
943,tt0056142,King Kớng vs. Gớdzillá,King Kong vs. Godzilla,1963,\N,97,10084.0,False
948,tt0056217,The Man Who Shot Liberty Valance,The Man Who Shot Liberty Valance,1962,\N,123,73331.0,True
965,tt0056868,Billy Liár,,1963,\N,98,6420.0,True
968,tt0056945,The Organiser,I compagni,1963,\N,130,2757.0,True
970,tt0056982,Business People,,1963,\N,84,1154.0,True
975,tt0057163,Hud,Hud,1963,\N,112,21102.0,True
988,tt0057507,Thé Skydivérs,The Skydivers,1963,\N,75,,False
1007,tt0057967,The Sucker,Le corniaud,1965,\N,111,6792.0,True
1026,tt0058404,The Night of the Iguana,,1964,\N,125,11471.0,True
1040,tt0058777,Zulu,Zulu,1964,\N,138,38064.0,True
1057,tt0059229,Juliet of the Spirits,,1965,\N,137,13212.0,True
1067,tt0059538,Old Surehand,Old Surehand,1965,\N,90,1427.0,False
1072,tt0059646,Repulsion,Repulsion,\N,1965,105,51761.0,True
1088,tt0060177,The Blue Max,The Blue Max,1966,\N,156,6759.0,True
1092,tt0060232,The Chase,,\N,1966,134,,True
1108,tt0060675,Máscúlin Féminin,,1966,\N,110,14106.0,True
1113,tt0060934,Thé Sánd Pébblés,,1966,\N,182,14421.0,True
1116,tt0061113,Trans-Europ-Express,Trans-Europ-Express,1966,\N,105,1743.0,True
1125,tt0061198,Old Firehand,Winnetou und sein Freund Old Firehand,1966,\N,98,1134.0,False
1135,tt0061465,Chélséá Girls,Chelsea Girls,1966,\N,210,1294.0,False
1143,tt0061592,Doomsday Machine,Doomsday Machine,\N,1972,83,1134.0,False
1146,tt0061619,El Dorado,,1966,\N,126,26039.0,True
1155,tt0061765,Hillbillys in a Haunted House,,1967,\N,86,1243.0,False
1161,tt0061826,It!,,1967,\N,96,1060.0,False
1177,tt0062266,The Shuttered Room,The Shuttered Room,1967,\N,99,1719.0,False
1184,tt0062467,Wáit Úntil Dárk,Wait Until Dark,1967,\N,108,29655.0,True
1200,tt0063000,Gamera vs. Viras,Gamera tai uchu kaijû Bairasu,1968,\N,75,1532.0,False
1202,tt0063032,The Great Silence,Il grande silenzio,1968,\N,105,14956.0,True
1218,tt0063458,La Prisonnière,La prisonnière,1968,\N,106,1397.0,True
1238,tt0064106,Le Boucher,Le boucher,1970,\N,93,8328.0,True
1246,tt0064276,Easy Rider,Easy Rider,1969,\N,95,106677.0,True
1252,tt0064429,High School,High School,\N,1968,75,1923.0,True
1253,tt0064443,Hớrrớr Hớúsé,,\N,1969,92,1005.0,False
1260,tt0064691,Moon Zero Two,,1969,\N,100,1517.0,False
1261,tt0064816,La Piscine,,1969,\N,122,9540.0,True
1285,tt0065531,Le Cercle Rouge,,1970,\N,140,24360.0,True
1289,tt0065662,The Pizza Triangle,Dramma della gelosia (tutti i particolari in cronaca),1970,\N,107,1478.0,True
1291,tt0065744,The Shiver of the Vampires,Le frisson des vampires,1971,\N,95,1767.0,False
1294,tt0065851,The Horror of Frankenstein,The Horror of Frankenstein,1970,\N,95,2510.0,False
1331,tt0066819,The Beguiled,The Beguiled,1971,\N,105,17085.0,True
1351,tt0067128,Get Carter,,\N,1971,112,32287.0,True
1387,tt0068154,Trinity Is Still My Name,Continuavano a chiamarlo Trinità,1971,\N,117,15315.0,True
1395,tt0068264,Ben,Ben,1972,\N,94,2825.0,False
1400,tt0068346,The Mattei Affair,,1972,\N,116,1958.0,True
1403,tt0068371,Godzilla vs. Gigan,Chikyû kogeki meirei: Gojira tai Gaigan,1972,\N,89,4743.0,False
1419,tt0068732,Imágés,,1972,\N,104,6509.0,True
1422,tt0068883,Ludwig,Ludwig,1973,\N,238,4873.0,True
1430,tt0069027,We Won't Grow Old Together,,\N,1972,110,,True
1432,tt0069090,Pink Floyd: Live at Pompeii,,\N,1972,92,9041.0,True
1444,tt0069449,Up the Sandbox,,1972,\N,97,1434.0,False
1446,tt0069464,Virgin Witch,,1972,\N,88,1215.0,False
1452,tt0069762,Badlands,,1973,\N,94,70519.0,True
1453,tt0069810,Bobby,,1973,\N,168,,True
1481,tt0070463,New Mischief by Emil,Nya hyss av Emil i Lönneberga,1972,\N,95,2490.0,True
1483,tt0070509,The Paper Chase,,1973,\N,113,7653.0,True
1493,tt0070735,The Sting,The Sting,1973,\N,129,,True
1494,tt0070809,A River Called Titas,,1973,\N,159,1121.0,True
1497,tt0070903,The Way We Were,The Way We Were,1973,\N,118,24093.0,True
1498,tt0070917,The Wicker Man,,1973,\N,88,77442.0,True
1499,tt0070935,Procession of Memories,,1973,\N,164,1972.0,True
1559,tt0073152,Kings of the Road,,1976,\N,175,5612.0,True
1574,tt0073629,The Rocky Horror Picture Show,The Rocky Horror Picture Show,1975,\N,100,,True
1575,tt0073650,"Salò, or the 120 Days of Sodom",,1975,\N,117,57734.0,False
1583,tt0074187,The Battle of Chile: Part II,,1976,\N,88,1064.0,True
1595,tt0074412,Disco Godfather,,1979,\N,93,1501.0,False
1607,tt0074575,Diamante Lobo,Diamante Lobo,1976,\N,94,1338.0,False
1619,tt0074751,King Kong,King Kong,1976,\N,134,31735.0,False
1627,tt0074937,Murder by Death,Murder by Death,1976,\N,95,36432.0,True
1631,tt0075086,The Pom Pom Girls,,1976,\N,89,1086.0,False
1651,tt0075811,The Sorcerer's Apprentice,Carodejuv ucen,1978,\N,73,1031.0,True
1663,tt0076100,Grand Theft Auto,Grand Theft Auto,1977,\N,84,2677.0,False
1666,tt0076191,The Incredible Melting Man,The Incredible Melting Man,1977,\N,84,4452.0,False
1670,tt0076295,The Last House on Dead End Street,,1973,\N,78,2034.0,False
1684,tt0076749,Maladolescenza,,1977,\N,94,1990.0,False
1692,tt0077199,Thé Bád Néws Béárs Gớ tớ Jápán,,\N,1978,91,,False
1694,tt0077222,Belyy Bim Chernoe ukho,,1977,\N,182,2093.0,True
1697,tt0077248,Blue Collar,Blue Collar,1978,\N,114,8194.0,True
1704,tt0077413,Death on the Nile,Death on the Nile,1978,\N,140,,True
1716,tt0077713,I Spit on Your Grave,Day of the Woman,1978,\N,101,27637.0,False
1717,tt0077729,In a Year with 13 Moons,In einem Jahr mit 13 Monden,1978,\N,124,4043.0,True
1741,tt0078740,Thé Cớncớrdé... Áirpớrt '79,,1979,\N,113,6124.0,False
1743,tt0078754,All That Jazz,,1979,\N,123,30341.0,True
1749,tt0078872,The Black Stallion,The Black Stallion,1979,\N,118,12495.0,True
1764,tt0079372,The Kid with the Golden Arm,Jin bi tong,\N,1979,86,1483.0,True
1782,tt0079858,Scavenger Hunt,,1979,\N,116,2649.0,False
1795,tt0080346,The Alien Dead,,1980,\N,74,1125.0,False
1825,tt0081353,Popeye,,1980,\N,114,31035.0,False
1834,tt0081730,"Run, Waiter, Run!",,1981,\N,88,1934.0,True
1842,tt0082146,Caveman,Caveman,1981,\N,91,7692.0,False
1871,tt0082666,"Ljubi, ljubi, al' glavu ne gubi",,\N,1981,90,1233.0,True
1873,tt0082696,Madman,Madman,1981,\N,88,5553.0,False
1875,tt0082714,Il marchese del Grillo,Il marchese del Grillo,1981,\N,135,3359.0,True
1876,tt0082729,Time Stands Still,,1982,\N,103,1309.0,True
1884,tt0082801,Neighbors,Neighbors,1981,\N,94,7864.0,False
1886,tt0082812,Night School,,1981,\N,88,2694.0,False
1894,tt0083019,Hellhole Women,,\N,1981,102,1050.0,False
1902,tt0083226,Three Brothers,,1981,\N,113,1578.0,True
1920,tt0083745,"Cớmé Báck tớ thé 5 & Dimé Jimmy Déán, Jimmy Déán","Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",1982,\N,109,4479.0,True
1932,tt0084018,Grand Hotel Excelsior,Grand Hotel Excelsior,1982,\N,115,1153.0,False
1943,tt0084358,Deadly Circuit,Mortelle randonnée,1983,\N,120,2415.0,True
1946,tt0084422,The Night of the Shooting Stars,La notte di San Lorenzo,1982,\N,107,4089.0,True
1953,tt0084573,Raw Force,Raw Force,\N,1982,86,1792.0,False
1969,tt0084780,A Tight Spot,Tesna koza,1982,\N,92,3217.0,True
1970,tt0084786,They Call Me Bruce,They Call Me Bruce,1982,\N,87,1605.0,False
2017,tt0085933,Merry Christmas Mr. Lawrence,,1983,\N,123,16773.0,True
2019,tt0085937,Microwave Massacre,Microwave Massacre,1979,\N,76,2631.0,False
2020,tt0085995,National Lampoon's Vacation,,1983,\N,98,103590.0,True
2021,tt0086005,Never Cry Wolf,Never Cry Wolf,1983,\N,105,8032.0,True
2023,tt0086013,Nightbeast,Nightbeast,1982,\N,80,1687.0,False
2026,tt0086066,The Outsiders,The Outsiders,1983,\N,91,,True
2030,tt0086135,Atlantis Interceptors,,1983,\N,92,1727.0,False
2044,tt0086346,Spacehunter: Adventures in the Forbidden Zone,Spacehunter: Adventures in the Forbidden Zone,1983,\N,90,5778.0,False
2050,tt0086397,The Survivors,The Survivors,\N,1983,103,5031.0,False
2053,tt0086425,Terms of Endearment,Terms of Endearment,1983,\N,132,58341.0,True
2056,tt0086477,The Three Veterans,Tri veteráni,\N,1984,96,1102.0,True
2057,tt0086494,Two of a Kind,,1983,\N,88,4140.0,False
2065,tt0086655,One Deadly Summer,L'été meurtrier,1983,\N,133,4587.0,True
2067,tt0086896,Angel,,\N,1983,94,3487.0,False
2074,tt0086987,Bolero,Bolero,1984,\N,105,5419.0,False
2097,tt0087606,The Legend of Suram Fortress,Ambavi Suramis tsikhitsa,1985,\N,88,1890.0,True
2099,tt0087650,Love and Doves,,1985,\N,107,4569.0,True
2108,tt0087821,Full Moon in Paris,,1984,\N,101,4451.0,True
2112,tt0087892,A Passage to India,,1984,\N,164,,True
2127,tt0088299,Twist and Shout,,1984,\N,108,,True
2144,tt0088961,Creature,,1985,\N,95,3745.0,False
2157,tt0089280,Hobgoblins,,\N,1988,88,12838.0,False
2167,tt0089569,Maxie,,1985,\N,98,1080.0,False
2170,tt0089603,Mishimá: Á Lifé in Fớúr Cháptérs,,1985,\N,120,10736.0,True
2189,tt0090009,She,,1984,\N,106,1605.0,False
2194,tt0090152,That's Dancing!,That's Dancing!,1985,\N,105,1048.0,True
2219,tt0091027,Eye of the Tiger,Eye of the Tiger,1986,\N,92,1991.0,False
2234,tt0091256,Pérmissiớn,,1987,\N,137,1467.0,True
2245,tt0091538,Mona Lisa,,1986,\N,104,16063.0,True
2248,tt0091560,Mớúntáintớp Mớtél Mássácré,,\N,1983,95,1532.0,False
2270,tt0092048,Tampopo,,1985,\N,114,,True
2300,tt0092802,Cross My Heart,,1987,\N,90,,False
2302,tt0092809,The Curse,,1987,\N,92,3143.0,False
2312,tt0093093,The Glass Menagerie,,1987,\N,134,2036.0,True
2322,tt0093176,Prom Night II,Hello Mary Lou: Prom Night II,1987,\N,97,5995.0,False
2329,tt0093258,Rouge,Yim ji kau,1987,\N,96,2317.0,True
2344,tt0093596,Nadine,,\N,1987,83,4000.0,False
2354,tt0093833,Redneck Zombies,,1989,\N,84,3031.0,False
2368,tt0094077,Surf Nazis Must Die,Surf Nazis Must Die,1987,\N,83,5584.0,False
2370,tt0094122,Terminal Exposure,Terminal Exposure,\N,1987,105,,False
2396,tt0094828,Camille Claudel,Camille Claudel,1988,\N,175,6630.0,True
2410,tt0095179,Friday the 13th Part VII: The New Blood,Friday the 13th Part VII: The New Blood,1988,\N,88,35743.0,False
2418,tt0095296,Hero and the Terror,,1988,\N,96,3816.0,False
2424,tt0095409,Johnny Be Good,Johnny Be Good,1988,\N,91,6583.0,False
2432,tt0095530,Little Dorrit,,1987,\N,357,1106.0,True
2446,tt0095922,Psycho Cop,,1989,\N,87,1245.0,False
2451,tt0096018,Running on Empty,Running on Empty,1988,\N,116,15401.0,True
2468,tt0096378,Vibes,Vibes,1988,\N,99,4194.0,False
2472,tt0096804,American Ninja 3: Blood Hunt,American Ninja 3: Blood Hunt,1989,\N,89,5308.0,False
2498,tt0097521,Homer and Eddie,,1989,\N,100,1852.0,False
2499,tt0097527,The Horror Show,,\N,1989,95,3866.0,False
2502,tt0097539,In the Line of Duty IV,Wong ga si je IV: Jik gik jing yan,1989,\N,94,1351.0,True
2513,tt0097814,Kiki's Delivery Service,,1989,\N,103,135274.0,True
2518,tt0097884,May Fools,,1990,\N,107,3096.0,True
2529,tt0098136,Prớm Night III: Thé Lást Kiss,Prom Night III: The Last Kiss,1990,\N,97,2170.0,False
2534,tt0098251,Blood and Sand,,1989,\N,113,1066.0,False
2535,tt0098257,Savage Beach,Savage Beach,1989,\N,92,,False
2549,tt0098554,Uncle Buck,,1989,\N,100,91079.0,True
2557,tt0099143,Black Rainbow,Black Rainbow,1989,\N,103,1655.0,False
2560,tt0099266,My Mother's Castle,Le château de ma mère,1990,\N,98,5125.0,True
2563,tt0099384,Death Spa,Death Spa,1988,\N,88,2366.0,False
2574,tt0099654,Ghost Dad,,1990,\N,83,7866.0,False
2585,tt0099832,Impulse,,1990,\N,109,,False
2589,tt0100046,The Long Walk Home,,1990,\N,97,3827.0,True
2591,tt0100050,Lớớk Whớ's Tálking Tớớ,Look Who's Talking Too,1990,\N,81,45944.0,False
2617,tt0100747,Auntie Danielle,Tatie Danielle,\N,1990,112,3475.0,True
2618,tt0100814,Tremors,Tremors,1990,\N,96,,True
2619,tt0100904,Watchers II,,1990,\N,101,1084.0,False
2635,tt0101523,The Butcher's Wife,The Butcher's Wife,1991,\N,107,8394.0,False
2648,tt0101761,Thé Dớớrs,,\N,1991,140,89247.0,True
2650,tt0101864,Crazy Safari,,1991,\N,96,1133.0,False
2670,tt0102569,A Nymphoid Barbarian in Dinosaur Hell,,1990,\N,82,1673.0,False
2675,tt0102721,Proof,Proof,1991,\N,86,6569.0,True
2687,tt0102996,Strictly Business,Strictly Business,1991,\N,84,1999.0,False
2710,tt0103927,Carry on Columbus,Carry on Columbus,1992,\N,91,2321.0,False
2734,tt0104662,The Dark Side of the Heart,El lado oscuro del corazón,1992,\N,127,3616.0,True
2758,tt0105179,Prom Night IV: Deliver Us from Evil,,1991,\N,92,1766.0,False
2772,tt0105602,Titớ ánd Mé,Tito i ja,1992,\N,118,5587.0,True
2776,tt0105719,The Vagrant,,\N,1992,91,1559.0,False
2789,tt0106341,Bad Boy Bubby,Bad Boy Bubby,\N,1993,114,13444.0,True
2790,tt0106343,The Bride with White Hair II,Bak fat moh lui zyun II,1993,\N,80,1060.0,False
2819,tt0107130,A Home of Our Own,A Home of Our Own,1993,\N,104,3228.0,True
2841,tt0107692,Ninja Scroll,Jûbê ninpûchô,1993,\N,94,36296.0,True
2864,tt0108275,The Searchers,,1993,\N,108,,False
2866,tt0108311,The Temp,The Temp,1993,\N,96,3239.0,False
2867,tt0108339,Ticks,,1993,\N,85,4702.0,False
2874,tt0108551,What's Love Got to Do with It,,1993,\N,118,20131.0,True
2875,tt0108565,Wide Sargasso Sea,Wide Sargasso Sea,1993,\N,98,2037.0,False
2898,tt0109456,Color of Night,Color of Night,1994,\N,121,23641.0,False
2903,tt0109517,Cyborg Cop,,1993,\N,95,1176.0,False
2913,tt0109791,Felidae,,1994,\N,82,4306.0,True
2914,tt0109798,Revenge of the Musketeers,La fille de d'Artagnan,1994,\N,125,3320.0,False
2922,tt0109965,Guyver: Dark Hero,,1994,\N,127,3387.0,False
2923,tt0110022,The Hidden II,The Hidden II,1993,\N,93,1428.0,False
2932,tt0110169,It's Pat: The Movie,,1994,\N,77,9825.0,False
2934,tt0110201,Háil thé Júdgé,Gau ban ji ma goon: Bak min Bau Ching Tin,1994,\N,106,3709.0,True
2955,tt0110649,The New Age,,1994,\N,112,1149.0,False
2963,tt0110857,Pớlicé Ácádémy: Missiớn tớ Mớscớw,,1994,\N,83,33263.0,False
2964,tt0110877,Thé Pớstmán,Il postino,1994,\N,108,35429.0,True
2978,tt0111216,Slaughter of the Innocents,Slaughter of the Innocents,1993,\N,104,1020.0,False
2992,tt0112366,Guardian Angels,,\N,1995,110,,False
2995,tt0112389,The Thief and the Cobbler,,1993,\N,90,3928.0,True
2997,tt0112435,The Baby-Sitters Club,,\N,1995,94,,False
3002,tt0112499,The Big Green,,1995,\N,100,,False
3012,tt0112682,The City of Lost Children,,1995,\N,112,67095.0,True
3031,tt0113403,A Midwinter's Tale,,\N,1995,99,2540.0,True
3033,tt0113442,It Takes Two,,1995,\N,101,22031.0,False
3037,tt0113500,Jury Duty,,1995,\N,88,7926.0,False
3043,tt0113627,Leaving Las Vegas,,1995,\N,111,120030.0,True
3048,tt0113749,Mallrats,Mallrats,1995,\N,94,,True
3054,tt0113824,Whisper of the Heart,Mimi wo sumaseba,1995,\N,111,58060.0,True
3069,tt0114196,Proteus,Proteus,1995,\N,97,1140.0,False
3081,tt0114508,Species,Species,1995,\N,108,78430.0,False
3099,tt0115433,101 Dalmatians,101 Dalmatians,1996,\N,103,108573.0,False
3107,tt0115639,Beautiful Girls,,1996,\N,112,32514.0,True
3110,tt0115658,Bérnié,,1996,\N,87,,True
3116,tt0115738,Bớx ớf Mớớnlight,Box of Moonlight,1996,\N,112,5578.0,True
3118,tt0115744,Brassed Off,,1996,\N,108,19448.0,True
3119,tt0115751,Bréáking thé Wávés,Breaking the Waves,1996,\N,159,65164.0,True
3125,tt0115940,A Summer's Tale,,1996,\N,113,7522.0,True
3149,tt0116514,Hellraiser: Bloodline,,1996,\N,85,20729.0,False
3154,tt0116692,Beyond Silence,,1996,\N,109,4292.0,True
3160,tt0116752,Drifting Clouds,,1996,\N,97,7572.0,True
3164,tt0116791,Killer Condom,,1996,\N,107,3012.0,False
3176,tt0117039,Michael Collins,,1996,\N,133,30861.0,True
3202,tt0117611,Shadow Builder,,1998,\N,101,1565.0,False
3208,tt0117768,The Stupids,,\N,1996,94,,False
3210,tt0117802,Swingers,,1996,\N,96,,True
3217,tt0117924,To Gillian on Her 37th Birthday,,1996,\N,93,4827.0,False
3222,tt0118073,A Very Brady Sequel,A Very Brady Sequel,1996,\N,90,10635.0,False
3232,tt0118663,B*Á*P*S,B*A*P*S,1997,\N,91,5327.0,False
3250,tt0119008,Donnie Brasco,Donnie Brasco,1997,\N,127,,True
3254,tt0119072,The First Semester,,\N,1997,95,1432.0,False
3271,tt0119250,Firéwớrks,Hana-bi,\N,1997,103,29586.0,True
3274,tt0119282,Hercules,,1997,\N,93,218490.0,True
3279,tt0119361,In thé Cớmpány ớf Mén,,\N,1997,97,13518.0,True
3302,tt0119887,The Pest,The Pest,1997,\N,84,8383.0,False
3312,tt0120088,Wicked,,1998,\N,88,3014.0,False
3315,tt0120125,The Barber of Siberia,,1998,\N,180,,True
3327,tt0120324,A Simple Plan,A Simple Plan,1998,\N,121,67538.0,True
3344,tt0120689,The Green Mile,,\N,1999,189,1218745.0,True
3359,tt0120789,Pléásántvillé,Pleasantville,1998,\N,124,126079.0,True
3379,tt0123221,Júst thé Tickét,,1998,\N,115,1945.0,False
3381,tt0123335,Zátớichi's Révéngé,,1965,\N,84,1309.0,True
3387,tt0124207,The Thief,,1997,\N,96,5214.0,True
3425,tt0131436,I Got the Hook Up,I Got the Hook Up,1998,\N,93,,False
3435,tt0133363,Lớvérs ớf thé Árctic Circlé,Los amantes del Círculo Polar,1998,\N,112,18746.0,True
3436,tt0133826,Guru,Guru,1997,\N,136,3065.0,True
3437,tt0134084,Scream 3,,2000,\N,116,131253.0,False
3444,tt0135673,The Auntie from Chicago,I theia apo to Chicago,1957,\N,72,1616.0,True
3452,tt0138097,Shakespeare in Love,Shakespeare in Love,1998,\N,123,,True
3456,tt0138681,Thé Ớppớrtúnists,The Opportunists,2000,\N,90,1186.0,False
3479,tt0142236,Dragon Ball Z: Revival Fusion,,1995,\N,51,10585.0,True
3485,tt0143422,Áméricán Virgin,,\N,1999,88,,False
3488,tt0143907,Country of the Deaf,Strana glukhikh,1998,\N,105,1393.0,True
3501,tt0145653,Ángélá's Áshés,,1999,\N,145,21483.0,True
3510,tt0149601,Cholera Street,Agir Roman,1997,\N,120,10839.0,True
3518,tt0152015,Pola X,,1999,\N,134,4796.0,False
3522,tt0155388,The Winslow Boy,,1999,\N,104,,True
3540,tt0158011,The Eternal,,1998,\N,95,1496.0,False
3555,tt0162973,Get Real,,1998,\N,108,13945.0,True
3567,tt0164982,Zatoichi Goes to the Fire Festival,,1970,\N,96,1300.0,True
3569,tt0165078,After Life,,1998,\N,119,11291.0,True
3591,tt0167350,Progeny,Progeny,1998,\N,98,1570.0,False
3594,tt0167456,Thunderbirds,Thunderbirds,2004,\N,95,13690.0,False
3603,tt0168972,Love & Pop,Love & Pop,1998,\N,110,1352.0,True
3632,tt0176326,Without Evidence,Without Evidence,1995,\N,99,1072.0,False
