,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label
800,tt0052969,The Killer Shrews,,1959,\N,69,4912.0,False
802,tt0052997,The League of Gentlemen,The League of Gentlemen,1960,\N,116,4394.0,True
804,tt0053039,Thé Fácts ớf Múrdér,Un maledetto imbroglio,1959,\N,115,1204.0,True
806,tt0053065,Middle of the Night,Middle of the Night,1959,\N,118,1232.0,True
822,tt0053390,Floating Weeds,Ukikusa,1959,\N,119,7756.0,True
852,tt0054067,Black Sunday,,1960,\N,87,14926.0,True
870,tt0054357,Swiss Family Robinson,,1960,\N,126,15495.0,True
887,tt0054743,The Children's Hour,The Children's Hour,1961,\N,108,15863.0,True
889,tt0054749,Two Women,,1960,\N,101,10542.0,True
891,tt0054847,El Cid,El Cid,1961,\N,182,13801.0,True
893,tt0054949,War of the Buttons,,1962,\N,90,2543.0,True
894,tt0054997,The Hustler,The Hustler,1961,\N,134,79893.0,True
921,tt0055747,Love at Twenty,,1962,\N,120,2298.0,True
933,tt0055998,Freud,Freud,\N,1962,140,2755.0,True
937,tt0056058,Hara-Kiri,,1962,\N,133,50633.0,True
946,tt0056197,The Longest Day,The Longest Day,1962,\N,178,,True
952,tt0056327,Pale Flower,,1964,\N,96,3520.0,True
955,tt0056415,Ring ớf Térrớr,Ring of Terror,1961,\N,71,,False
967,tt0056930,A Child Is Waiting,,\N,1963,102,2842.0,True
1018,tt0058275,Lemonade Joe,,1964,\N,95,2738.0,True
1029,tt0058458,The Soft Skin,La peau douce,1964,\N,113,7415.0,True
1053,tt0059199,Fránkénstéin Mééts thé Spácémớnstér,,1965,\N,79,1578.0,False
1054,tt0059205,Frankenstein vs. Baragon,Furankenshutain tai chitei kaijû Baragon,1965,\N,90,2083.0,False
1061,tt0059377,Lady L,,1965,\N,117,1104.0,False
1063,tt0059417,The Holy Man,Mahapurush,1965,\N,65,1338.0,True
1065,tt0059496,The Nanny,The Nanny,1965,\N,91,5995.0,True
1070,tt0059578,Fớr á Féw Dớllárs Mớré,Per qualche dollaro in più,1965,\N,132,246060.0,True
1075,tt0059715,Stớry ớf á Prớstitúté,,1965,\N,96,1377.0,True
1078,tt0059812,Thé Cớrpớrál ánd Ớthérs,,1965,\N,111,2345.0,True
1091,tt0060188,The Brides of Fu Manchu,The Brides of Fu Manchu,1966,\N,94,1233.0,False
1097,tt0060457,The Ghost in the Invisible Bikini,,1966,\N,82,1191.0,False
1100,tt0060543,Intimate Lighting,Intimní osvetlení,1965,\N,71,1443.0,True
1101,tt0060545,I Knew Her Well,,1965,\N,115,2475.0,True
1104,tt0060584,"Kidnapping, Caucasian Style","Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika",\N,1967,82,11650.0,True
1131,tt0061407,The Taming of The Shrew,,1967,\N,122,,True
1133,tt0061452,Casino Royale,Casino Royale,1967,\N,131,29230.0,False
1134,tt0061456,Catalina Caper,Catalina Caper,1967,\N,84,2046.0,False
1159,tt0061796,Hurry Sundown,Hurry Sundown,1967,\N,146,1202.0,False
1167,tt0062006,The Mummy's Shroud,The Mummy's Shroud,1967,\N,90,2005.0,False
1171,tt0062138,Point Blank,Point Blank,1967,\N,92,20251.0,True
1176,tt0062235,Thé Tớrtúré Chámbér ớf Dr. Sádism,,1967,\N,84,1779.0,False
1192,tt0062776,Candy,,1968,\N,124,3082.0,False
1194,tt0062844,Cústér ớf thé Wést,,1967,\N,140,1420.0,False
1195,tt0062898,Doctor Faustus,,1967,\N,93,1072.0,False
1209,tt0063218,Signs of Life,,1968,\N,90,2116.0,True
1215,tt0063371,A Report on the Party and Guests,,1966,\N,71,1540.0,True
1222,tt0063501,The Big Gundown,,1966,\N,110,5988.0,True
1240,tt0064147,Jackal of Nahueltoro,El Chacal de Nahueltoro,\N,1969,95,1009.0,True
1247,tt0064338,The Castle of Fu Manchu,,\N,1969,92,2080.0,False
1248,tt0064356,The Cow,Gaav,1969,\N,104,6921.0,True
1251,tt0064393,The Green Slime,,1968,\N,90,3534.0,False
1264,tt0064866,Burn!,Queimada,1969,\N,132,5065.0,True
1272,tt0065168,Thé Núdé Vámpiré,,1970,\N,90,,False
1273,tt0065180,Viimne reliikvia,,1969,\N,86,,True
1278,tt0065416,Aradhana,,1969,\N,169,1808.0,True
1284,tt0065528,Catch-22,Catch-22,1970,\N,122,24567.0,True
1299,tt0065988,Little Big Man,Little Big Man,1970,\N,139,34408.0,True
1304,tt0066154,No Blade of Grass,No Blade of Grass,1970,\N,96,1729.0,False
1326,tt0066728,The Million Dollar Duck,The Million Dollar Duck,1971,\N,89,2271.0,False
1340,tt0066919,Lulu the Tool,,1971,\N,125,3247.0,True
1344,tt0066982,Demons of the Mind,,\N,1972,89,1530.0,False
1350,tt0067123,Gamera vs. Zigra,,1971,\N,87,,False
1359,tt0067372,Macbeth,,1971,\N,140,13354.0,True
1393,tt0068240,Avanti!,,1972,\N,144,10122.0,True
1394,tt0068257,Bawarchi,Bawarchi,1972,\N,130,3936.0,True
1404,tt0068379,Ciao Manhattan,Ciao Manhattan,1972,\N,84,1074.0,False
1413,tt0068646,Thé Gớdfáthér,,1972,\N,175,1725806.0,True
1424,tt0068902,The Italian Connection,La mala ordina,1972,\N,95,2250.0,True
1464,tt0070061,Love & Anarchy,,1973,\N,124,2892.0,True
1470,tt0070215,My Name Is Nobody,,1973,\N,116,26147.0,True
1484,tt0070537,Pigs,Daddy's Deadly Darling,1973,\N,80,1230.0,False
1496,tt0070842,Turkish Delight,,\N,1973,108,10696.0,True
1541,tt0072820,Cooley High,,\N,1975,107,4623.0,True
1543,tt0072869,The Devil's Rain,,1975,\N,86,4036.0,False
1557,tt0073043,The Giant Spider Invasion,,1975,\N,84,4115.0,False
1560,tt0073155,That Most Important Thing: Love,L'important c'est d'aimer,1975,\N,109,3769.0,True
1576,tt0073679,Special Section,,1975,\N,118,1254.0,True
1586,tt0074252,"Ugly, Dirty and Bad",,1976,\N,115,8222.0,True
1588,tt0074286,Carry on England,Carry on England,\N,1976,89,1957.0,False
1604,tt0074554,The Front,The Front,1976,\N,95,,True
1609,tt0074599,Gús,,1976,\N,96,1852.0,False
1625,tt0074921,Most,Most,1969,\N,105,1086.0,True
1664,tt0076155,The Man Who Loved Women,L'homme qui aimait les femmes,1977,\N,120,6660.0,True
1671,tt0076312,Love Letters of a Portuguese Nun,,1977,\N,89,1089.0,False
1700,tt0077292,Crippled Avengers,Can que,1978,\N,104,2395.0,True
1714,tt0077660,Harper Valley P.T.A.,,1978,\N,93,1098.0,False
1720,tt0077745,Invasion of the Body Snatchers,,1978,\N,115,57581.0,True
1731,tt0078326,Straight Time,,1978,\N,114,8440.0,True
1734,tt0078418,Trishul,Trishul,1978,\N,167,2202.0,True
1735,tt0078435,Message from Space,Uchu kara no messeji,1978,\N,105,1370.0,False
1744,tt0078778,Ángéls' Brigádé,,1979,\N,97,1939.0,False
1767,tt0079450,Thé Légácy,The Legacy,1978,\N,102,2877.0,False
1785,tt0079944,Stalker,,1979,\N,162,128082.0,True
1798,tt0080439,The Taming of the Scoundrel,Il bisbetico domato,1980,\N,107,7780.0,True
1800,tt0080486,Devil Hunter,El caníbal,\N,1980,102,1347.0,False
1806,tt0080610,The Last Metro,,1980,\N,131,13637.0,True
1807,tt0080623,Hálf á Lớáf ớf Kúng Fú,,1978,\N,97,1809.0,False
1813,tt0080905,Fists of the White Lotus,Hong Wending san po bai lian jiao,1980,\N,95,1593.0,True
1817,tt0080979,Kagemusha,,1980,\N,180,34545.0,True
1822,tt0081250,The Night of the Hunted,La nuit des traquées,1980,\N,87,1608.0,False
1827,tt0081427,Ricomincio da tre,Ricomincio da tre,1981,\N,110,,True
1840,tt0082094,The Boogens,,1981,\N,95,2610.0,False
1855,tt0082350,An Eye for an Eye,An Eye for an Eye,1981,\N,106,3840.0,False
1904,tt0083254,Under the Rainbow,Under the Rainbow,1981,\N,98,2704.0,False
1906,tt0083271,Vabank,Vabank,1981,\N,108,4238.0,True
1908,tt0083296,Visiting Hours,Visiting Hours,1982,\N,105,4095.0,False
1928,tt0083922,Fanny and Alexander,,1982,\N,188,61602.0,True
1950,tt0084504,The Pirate Movie,The Pirate Movie,\N,1982,105,4323.0,False
1960,tt0084652,The Seduction,The Seduction,\N,1982,104,1163.0,False
1982,tt0085180,L'Argent,,1983,\N,85,9418.0,True
1988,tt0085327,Who Finds a Friend Finds a Treasure,Chi trova un amico trova un tesoro,1981,\N,108,11165.0,True
1994,tt0085387,D.C. Cáb,D.C. Cab,1983,\N,100,,False
1999,tt0085478,Educating Rita,Educating Rita,1983,\N,110,13621.0,True
2033,tt0086197,The Right Stuff,The Right Stuff,1983,\N,193,59903.0,True
2043,tt0086345,Space Raiders,Space Raiders,1983,\N,84,,False
2045,tt0086349,Spasms,,1983,\N,90,1085.0,False
2071,tt0086978,Blind Date,Blind Date,\N,1984,106,1908.0,False
2075,tt0086998,Breakin',,1984,\N,90,6248.0,False
2085,tt0087328,The Home and the World,Ghare-Baire,1984,\N,140,,True
2090,tt0087425,Hot Dog... The Movie,Hot Dog ...The Movie,1983,\N,96,3368.0,False
2104,tt0087798,Night Train to Terror,Night Train to Terror,1985,\N,98,,False
2116,tt0088074,Secret Honor,Secret Honor,1984,\N,90,2934.0,True
2128,tt0088333,Up the Creek,,1984,\N,96,3449.0,False
2136,tt0088763,Báck tớ thé Fútúré,Back to the Future,1985,\N,116,1127305.0,True
2143,tt0088939,The Color Purple,The Color Purple,1985,\N,154,83143.0,True
2160,tt0089371,Mr. Vampire,Geung see sin sang,1985,\N,96,3835.0,True
2181,tt0089800,The Feather Fairy,,1985,\N,90,1153.0,True
2208,tt0090660,Armed and Dangerous,,\N,1986,88,11241.0,False
2226,tt0091149,Thé Gréát Mớúsé Détéctivé,,1986,\N,74,47842.0,True
2254,tt0091671,From a Whisper to a Scream,,1987,\N,99,2353.0,False
2255,tt0091706,Out of Bounds,Out of Bounds,1986,\N,93,1576.0,False
2257,tt0091777,Police Academy 3: Back in Training,Police Academy 3: Back in Training,1986,\N,83,44440.0,False
2288,tt0092608,Back to the Beach,,1987,\N,92,2918.0,False
2293,tt0092695,The Brave Little Toaster,The Brave Little Toaster,1987,\N,90,24998.0,True
2327,tt0093223,House of Games,House of Games,1987,\N,102,21895.0,True
2336,tt0093431,The Lonely Passion of Judith Hearne,The Lonely Passion of Judith Hearne,1987,\N,116,1036.0,True
2355,tt0093870,RoboCop,RoboCop,1987,\N,102,246467.0,True
2357,tt0093966,The Sicilian,,1987,\N,115,4931.0,False
2363,tt0094021,Thé Sqúéézé,,1987,\N,101,1161.0,False
2364,tt0094027,Stand and Deliver,,1988,\N,103,19598.0,True
2388,tt0094701,Bad Dreams,,\N,1988,80,3816.0,False
2398,tt0094846,Cásúál Séx?,,1988,\N,97,4004.0,False
2399,tt0094850,Cellar Dweller,,\N,1987,77,2319.0,False
2413,tt0095238,The Good Mother,,1988,\N,104,1667.0,False
2417,tt0095276,Hanussen,,1988,\N,140,1701.0,True
2434,tt0095665,Mr. North,Mr. North,1988,\N,93,1442.0,False
2437,tt0095715,Alice,Neco z Alenky,\N,1988,86,12391.0,True
2438,tt0095756,Not of This Earth,Not of This Earth,1988,\N,81,2420.0,False
2460,tt0096241,The Telephone,The Telephone,1988,\N,96,1021.0,False
2471,tt0096786,Alienator,,1990,\N,93,1569.0,False
2474,tt0096894,"Bashu, the Little Stranger",,1989,\N,120,2759.0,True
2475,tt0096908,A City of Sadness,Beiqing chengshi,1989,\N,157,4622.0,True
2486,tt0097257,Earth Girls Are Easy,,1988,\N,100,22758.0,False
2497,tt0097503,Hider in the House,Hider in the House,1989,\N,108,1581.0,False
2507,tt0097636,The Jönsson Gang in Mallorca,Jönssonligan på Mallorca,1989,\N,101,3527.0,False
2517,tt0097870,Forever Mary,,1989,\N,102,1059.0,True
2524,tt0098022,Old Gringo,Old Gringo,1989,\N,119,,False
2551,tt0098649,Wickéd Stépmớthér,Wicked Stepmother,1989,\N,90,2122.0,False
2558,tt0099172,Brácá pớ mátéri,Braca po materi,1988,\N,105,1181.0,True
2570,tt0099492,The Tenants,,1987,\N,109,2244.0,True
2584,tt0099810,The Hunt for Red October,The Hunt for Red October,1990,\N,135,190578.0,True
2605,tt0100339,Patlabor: The Movie,,1989,\N,100,4892.0,True
2608,tt0100470,Journey of Hope,Reise der Hoffnung,1990,\N,105,2039.0,True
2609,tt0100475,Répớssésséd,,1990,\N,80,8604.0,False
2623,tt0101256,976-Evil II,,1991,\N,93,1687.0,False
2633,tt0101492,Body Parts,Body Parts,1991,\N,88,4326.0,False
2636,tt0101526,Children of Nature,,1991,\N,82,1470.0,True
2641,tt0101649,Thalapathi,,1991,\N,157,,True
2645,tt0101701,Delirious,Delirious,1991,\N,96,8363.0,False
2664,tt0102351,Lucky Luke,,1991,\N,92,3887.0,False
2689,tt0103016,Switch,,\N,1991,103,,False
2703,tt0103773,Basket Case 3,Basket Case 3,1991,\N,90,,False
2706,tt0103848,Blue Ice,,1992,\N,105,1618.0,False
2718,tt0104046,Daens,,\N,1992,138,4077.0,True
2727,tt0104409,Hellraiser III: Hell on Earth,Hellraiser III: Hell on Earth,1992,\N,97,29637.0,False
2739,tt0104759,Thé Lớst Wớrld,The Lost World,1992,\N,99,1154.0,False
2747,tt0104870,Mikey,Mikey,1992,\N,92,2593.0,False
2765,tt0105395,Shootfighter: Fight to the Death,Shootfighter: Fight to the Death,1993,\N,100,1193.0,False
2767,tt0105477,Stop! Or My Mom Will Shoot,Stop! Or My Mom Will Shoot,1992,\N,87,41385.0,False
2779,tt0105792,Waxwork II: Lost in Time,Waxwork II: Lost in Time,1992,\N,104,4405.0,False
2780,tt0105807,Whén thé Párty's Ớvér,When the Party's Over,1992,\N,114,1054.0,False
2784,tt0106185,The Innocent,The Innocent,1993,\N,119,1559.0,False
2821,tt0107156,The Wedding Banquet,,1993,\N,106,14993.0,True
2837,tt0107611,Mr. Jones,Mr. Jones,1993,\N,114,7139.0,False
2849,tt0107927,The Real McCoy,The Real McCoy,1993,\N,105,8871.0,False
2858,tt0108186,Son in Law,,\N,1993,95,19663.0,False
2860,tt0108194,Sose halunk meg,,1993,\N,95,1783.0,True
2887,tt0109277,Sailor Moon S: The Movie - Hearts in Ice,,1994,\N,60,1959.0,True
2895,tt0109443,Clean Slate,Clean Slate,1994,\N,107,3873.0,False
2920,tt0109958,"He's a Woman, She's a Man",Gam chi yuk yip,1994,\N,107,1052.0,True
2940,tt0110280,Révớlútiớnáry,Krantiveer,1994,\N,159,2032.0,True
2947,tt0110361,Lisbon Story,Lisbon Story,1994,\N,100,4833.0,True
2965,tt0110882,Before the Rain,,1994,\N,113,14587.0,True
2974,tt0111161,The Shawshank Redemption,The Shawshank Redemption,1994,\N,142,2503641.0,True
2991,tt0112342,The Amazing Panda Adventure,,1995,\N,84,4089.0,False
3010,tt0112634,Carnosaur 2,Carnosaur 2,1995,\N,83,2048.0,False
3016,tt0112767,Cyclo,,1995,\N,123,4995.0,True
3023,tt0113049,Fermo posta Tinto Brass,,1995,\N,81,1517.0,False
3024,tt0113063,The Final Cut,,\N,1995,96,,False
3034,tt0113443,It's My Party,,1996,\N,110,2998.0,True
3044,tt0113674,Live Nude Girls,,1995,\N,95,1841.0,False
3052,tt0113808,Miami Rhapsody,Miami Rhapsody,1995,\N,95,3309.0,False
3056,tt0113845,Money Train,Money Train,1995,\N,110,40354.0,False
3059,tt0113870,Murder in the First,,1995,\N,122,27861.0,True
3068,tt0114193,Prớjéct: Métálbéást,,\N,1995,92,,False
3074,tt0114429,Shirli-myrli,Shirli-myrli,1995,\N,143,,True
3089,tt0114781,Under Siege 2: Dark Territory,Under Siege 2: Dark Territory,1995,\N,100,,False
3095,tt0114996,A Chinese Odyssey: Part 2 - Cinderella,,1995,\N,98,6989.0,True
3117,tt0115742,Boys,Boys,1996,\N,86,3644.0,False
3121,tt0115794,Bámbola,,1996,\N,92,,False
3123,tt0115836,Carpool,,1996,\N,89,4803.0,False
3129,tt0116116,Dévil's Islánd,,1996,\N,99,,True
3132,tt0116225,Escape from L.A.,,1996,\N,101,73011.0,False
3141,tt0116308,Fire,Fire,1996,\N,108,5941.0,True
3142,tt0116311,First Kid,,1996,\N,101,10750.0,False
3148,tt0116506,Hearts & Minds,,1995,\N,100,3321.0,False
3180,tt0117128,Mystery Science Theater 3000: The Movie,Mystery Science Theater 3000: The Movie,1996,\N,73,,True
3184,tt0117238,Ớmégá Dớớm,,1996,\N,84,3087.0,False
3194,tt0117477,Ridicule,,1996,\N,102,7489.0,True
3221,tt0118011,Premeditated Murder,Ubistvo s predumisljajem,1995,\N,94,1865.0,True
3226,tt0118521,U2: Zoo TV Live from Sydney,U2: Zoo TV Live from Sydney,1994,\N,118,1068.0,True
3228,tt0118541,8 Héáds in á Dúffél Bág,8 Heads in a Duffel Bag,1997,\N,95,10279.0,False
3230,tt0118589,Glittér,Glitter,2001,\N,104,,False
3231,tt0118660,Auzaar,,1997,\N,127,1039.0,False
3256,tt0119086,Excess Baggage,,1997,\N,101,,False
3264,tt0119177,Gattaca,Gattaca,1997,\N,106,292512.0,True
3270,tt0119247,Half a Chance,1 chance sur 2,1998,\N,104,2598.0,False
3292,tt0119626,Martín (Hache),Martín (Hache),1997,\N,123,4178.0,True
3293,tt0119640,McHale's Navy,McHale's Navy,1997,\N,108,,False
3299,tt0119815,Four Days in September,,1997,\N,110,4854.0,True
3300,tt0119820,Ogifta par ...en film som skiljer sig,Ogifta par ...en film som skiljer sig,1997,\N,90,1277.0,False
3310,tt0120036,Rosewood,Rosewood,1997,\N,140,,True
3325,tt0120255,Thé Swéét Héréáftér,,1997,\N,112,34541.0,True
3332,tt0120472,Waco: The Rules of Engagement,,1997,\N,136,3509.0,True
3335,tt0120576,Dance with Me,Dance with Me,1998,\N,126,6324.0,False
3336,tt0120577,54,54,1998,\N,93,32722.0,False
3370,tt0122037,The Dead Pit,,1989,\N,95,,False
3388,tt0124770,Patlabor 2: The Movie,Kidô keisatsu patorebâ: The Movie 2,1993,\N,113,4011.0,True
3399,tt0126886,Election,,1999,\N,103,,True
3407,tt0128232,Ghost Keeper,Ghostkeeper,1981,\N,89,1044.0,False
3409,tt0128442,Rớúndérs,,1998,\N,121,147567.0,True
3411,tt0128985,Chálti Ká Náám Gáádi,,1958,\N,173,1589.0,True
3438,tt0134614,The Girls,,1962,\N,98,3671.0,True
3460,tt0139239,Go,,1999,\N,102,70324.0,True
3469,tt0140448,Páthinárú Váyáthinilé,,1977,\N,139,1083.0,True
3475,tt0141824,The Inheritors,Die Siebtelbauern,1998,\N,95,1155.0,True
3498,tt0145503,Sunshine,,1999,\N,181,14812.0,True
3500,tt0145547,Two Hands,Two Hands,1999,\N,103,12330.0,True
3509,tt0149568,Áá Áb Láút Chálén,,1999,\N,177,1721.0,False
3517,tt0151691,My Námé Is Jớé,My Name Is Joe,1998,\N,105,8228.0,True
3533,tt0156901,The Apple,,1998,\N,86,2339.0,True
3545,tt0160127,Chárlié's Ángéls,Charlie's Angels,2000,\N,98,183257.0,False
3547,tt0160298,Trippin',Trippin',1999,\N,94,1315.0,False
3550,tt0162211,Deadly Instincts,,1997,\N,90,1173.0,False
3553,tt0162866,The Emperor and the Assassin,Jing Ke ci Qin Wang,1998,\N,162,6144.0,True
3564,tt0164114,Drive Me Crazy,Drive Me Crazy,1999,\N,91,19166.0,False
3607,tt0169828,Fáthér ớf á Sớldiér,Jariskatsis mama,1964,\N,87,4133.0,True
3609,tt0171227,Diplomatic Siege,,1999,\N,90,1470.0,False
3615,tt0172519,Guddu,,1995,\N,160,2328.0,False
3617,tt0172627,Body Shots,,1999,\N,106,5424.0,False
3635,tt0177226,Sisters of Death,,1976,\N,87,,False
3638,tt0177698,Miss Director,Dis diefthyntis,1964,\N,96,1408.0,True
3640,tt0177789,Galaxy Quest,Galaxy Quest,\N,1999,102,,True
3643,tt0179182,Forever Mine,,1999,\N,115,2475.0,False
3663,tt0182000,The Caveman's Valentine,The Caveman's Valentine,2001,\N,105,7842.0,False
3666,tt0183306,Jinnáh,,1998,\N,110,2866.0,True
3669,tt0184756,Mr. Múhsin,Muhsin Bey,1987,\N,119,10620.0,True
3680,tt0186895,Les Boys III,,2001,\N,124,1118.0,False
3682,tt0187231,Barking at the Stars,Lajanje na zvezde,1998,\N,95,7218.0,True
3687,tt0188055,Mercy,Mercy,2000,\N,117,2237.0,False
3707,tt0192731,Urban Legends: Final Cut,,\N,2000,97,17138.0,False
3713,tt0195909,Meeting People Is Easy,Meeting People Is Easy,1998,\N,99,3146.0,True
3720,tt0197384,Crime + Punishment in Suburbia,,2000,\N,100,3342.0,False
3725,tt0199481,Druids,Vercingétorix,2001,\N,120,5268.0,False
3760,tt0209189,Not One Less,Yi ge dou bu neng shao,1999,\N,106,8650.0,True
3765,tt0210701,German Fried Movie,German Fried Movie,1992,\N,88,1309.0,False
3772,tt0211915,Amélie,,2001,\N,122,730484.0,True
3777,tt0212712,2046,,2004,\N,129,55758.0,True
3778,tt0212720,A.I. Artificial Intelligence,A.I. Artificial Intelligence,2001,\N,146,,True
3785,tt0214915,Mánichithrátházhú,,1993,\N,169,10013.0,True
3816,tt0227194,One 2 Ka 4,One 2 Ka 4,2001,\N,169,5013.0,False
3821,tt0229371,An Evening of Edgar Allan Poe,An Evening of Edgar Allan Poe,1970,\N,53,1008.0,True
3829,tt0233600,Tokyo Raiders,Dong jing gong lüe,\N,2000,118,2499.0,False
3837,tt0234837,Suzhou River,,2000,\N,83,4673.0,True
